model,chain,update,step_norm,theta0_0,theta0_1,theta0_2,theta0_3,theta0_4,theta0_5,theta0_6,theta0_7,theta0_8,theta0_9,theta0_10,theta0_11,theta0_12,theta0_13
M3,1,0,,0.3707866422824326,0.09117234232458846,2.9042265759415127,1.7029357440700867,0.2161545847484577,1.046010271999497,2.5325611805439205,0.3418469820235278,1.533601273257674,1.8203308771847253,1.5,1.5,1.5,1.5
