model,chain,update,step_norm,theta0_0,theta0_1,theta0_2,theta0_3,theta0_4,theta0_5,theta0_6,theta0_7,theta0_8,theta0_9,theta0_10,theta0_11,theta0_12,theta0_13
M3,1,0,,2.9787018920480737,1.2937490614406728,0.607012567478344,0.8327508916356625,0.11557696533879953,0.358331195061465,0.8806075440396564,0.13069661078067057,0.5237535690779086,1.4343565083387357,1.5,1.5,1.5,1.5
