Day,Frac_S.oralis,Frac_A.naeslundii,Frac_Veillonella,Frac_F.nucleatum,Frac_P.gingivalis
1,0.15306122448979592,0.0816326530612245,0.6122448979591837,0.05102040816326531,0.10204081632653061
3,0.024096385542168676,0.06024096385542169,0.746987951807229,0.07228915662650602,0.0963855421686747
6,0.019417475728155338,0.04854368932038835,0.6019417475728155,0.11650485436893203,0.21359223300970873
10,0.009615384615384616,0.009615384615384616,0.5769230769230769,0.13461538461538464,0.2692307692307693
15,0.01098901098901099,0.05494505494505495,0.4945054945054946,0.2197802197802198,0.2197802197802198
21,0.009523809523809523,0.13333333333333333,0.3619047619047619,0.20952380952380953,0.2857142857142857
