Day,Frac_S.oralis,Frac_A.naeslundii,Frac_Veillonella,Frac_F.nucleatum,Frac_P.gingivalis
1,0.746268656716418,0.04975124378109454,0.09950248756218907,0.09950248756218907,0.0049751243781094535
3,0.8920187793427232,0.004694835680751175,0.0938967136150235,0.004694835680751175,0.004694835680751175
6,0.7389162561576357,0.004926108374384238,0.2463054187192119,0.004926108374384238,0.004926108374384238
10,0.5612244897959184,0.12244897959183673,0.30612244897959184,0.005102040816326531,0.005102040816326531
15,0.3645833333333333,0.2916666666666667,0.33333333333333337,0.005208333333333334,0.005208333333333334
21,0.46875000000000006,0.2604166666666667,0.2604166666666667,0.005208333333333334,0.005208333333333334
