model,chain,stage,accept_rate
Dysbiotic_HOBIC,1,0,0.744
Dysbiotic_HOBIC,1,1,0.604
Dysbiotic_HOBIC,1,2,0.588
Dysbiotic_HOBIC,2,0,0.704
Dysbiotic_HOBIC,2,1,0.604
Dysbiotic_HOBIC,2,2,0.588
