# snapshot_index=20, t=5.000000e-02
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.00000000e+00,3.57142857e-01,0.00000000e+00,7.46592171e-02,7.34114996e-03,4.26854304e-01,1.74905621e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,7.14285714e-02,7.41850011e-02,9.73908193e-03,4.31727437e-01,1.71832955e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,1.42857143e-01,7.37274661e-02,1.38440612e-02,4.41283324e-01,1.67075124e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,2.14285714e-01,7.40715373e-02,1.04218647e-02,4.36285535e-01,1.69777660e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,2.85714286e-01,7.50029797e-02,1.21549391e-02,4.45730623e-01,1.68269748e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,3.57142857e-01,7.43517743e-02,7.77208171e-03,4.27838381e-01,1.73784723e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,4.28571429e-01,7.49039914e-02,8.65659773e-03,4.33713245e-01,1.72703952e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,5.00000000e-01,7.56461202e-02,6.58998789e-03,4.32760218e-01,1.74799155e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,5.71428571e-01,7.41012197e-02,7.70179988e-03,4.25018823e-01,1.74348089e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,6.42857143e-01,7.46612325e-02,9.46244825e-03,4.31263781e-01,1.73121963e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,7.14285714e-01,7.44907800e-02,9.08543398e-03,4.34674950e-01,1.71371228e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,7.85714286e-01,7.37121531e-02,5.24005257e-03,4.11548401e-01,1.79109317e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,8.57142857e-01,7.41500439e-02,6.44502732e-03,4.20264243e-01,1.76436718e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,9.28571429e-01,7.53834808e-02,7.33819133e-03,4.33121618e-01,1.74046913e-01,5.00000000e-02
0.00000000e+00,3.57142857e-01,1.00000000e+00,7.51044933e-02,1.01805772e-02,4.43457562e-01,1.69361174e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,0.00000000e+00,7.61521372e-02,1.44886765e-02,4.66318810e-01,1.63304880e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,7.14285714e-02,7.46408524e-02,1.18472233e-02,4.42625699e-01,1.68631990e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,1.42857143e-01,7.36746213e-02,4.88084016e-03,4.09070256e-01,1.80102611e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,2.14285714e-01,7.54073492e-02,1.23259376e-02,4.50895204e-01,1.67239191e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,2.85714286e-01,7.42355228e-02,1.00771985e-02,4.26751729e-01,1.73954826e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,3.57142857e-01,7.51219755e-02,4.69533025e-03,4.18374893e-01,1.79556605e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,4.28571429e-01,7.43127104e-02,6.95948195e-03,4.20997561e-01,1.76515774e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,5.00000000e-01,7.33512585e-02,1.09034088e-02,4.26287752e-01,1.72069824e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,5.71428571e-01,7.38224579e-02,1.08701429e-02,4.35061283e-01,1.69682895e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,6.42857143e-01,7.49329799e-02,5.71468763e-03,4.22119217e-01,1.77516154e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,7.14285714e-01,7.56278969e-02,9.50399073e-03,4.42961093e-01,1.70732595e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,7.85714286e-01,7.55184039e-02,8.75867903e-03,4.35627548e-01,1.73355437e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,8.57142857e-01,7.41579649e-02,7.39577504e-03,4.24387998e-01,1.74740957e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,9.28571429e-01,7.40570708e-02,1.18968807e-02,4.40952145e-01,1.67948090e-01,5.00000000e-02
0.00000000e+00,4.28571429e-01,1.00000000e+00,7.43416706e-02,7.69281087e-03,4.24844017e-01,1.74985801e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,0.00000000e+00,7.51697662e-02,7.38189030e-03,4.32622168e-01,1.73753847e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,7.14285714e-02,7.42595548e-02,1.00914712e-02,4.31211933e-01,1.72211270e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,1.42857143e-01,7.62008755e-02,1.08410822e-02,4.51953317e-01,1.68603421e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,2.14285714e-01,7.70787809e-02,1.29679173e-02,4.70713770e-01,1.63748728e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,2.85714286e-01,7.47557273e-02,1.00681745e-02,4.31057510e-01,1.73424022e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,3.57142857e-01,7.49891692e-02,1.16384097e-02,4.47235100e-01,1.67672817e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,4.28571429e-01,7.45615716e-02,1.07675894e-02,4.40335988e-01,1.69328816e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,5.00000000e-01,7.63173724e-02,9.19201784e-03,4.47126283e-01,1.70684157e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,5.71428571e-01,7.48914921e-02,8.08019367e-03,4.28775844e-01,1.74663506e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,6.42857143e-01,7.49612782e-02,8.17911592e-03,4.34392219e-01,1.72565886e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,7.14285714e-01,7.44258269e-02,5.83455853e-03,4.19580709e-01,1.77381431e-01,5.00000000e-02
0.00000000e+00,5.00000000e-01,7.85714286e-01,7.41693031e-02,7.10224679e-03,4.23452780e-01,1.75153657e-01,5.00000000e-02
