# condition=commensal_static, snapshot_index=100, t=5.000000e-01
x,y,z,phi_pg,di,phi_tot,r_pg,t
0.000000,0.428571,0.785714,0.11217781,0.00019454,0.55012875,0.20391192,0.500000
0.000000,0.428571,0.857143,0.11152665,0.00020126,0.54716593,0.20382600,0.500000
0.000000,0.428571,0.928571,0.11292205,0.00021100,0.55432568,0.20371067,0.500000
0.000000,0.428571,1.000000,0.11181650,0.00020838,0.54900798,0.20367009,0.500000
0.000000,0.500000,0.000000,0.11251179,0.00020795,0.55226055,0.20372954,0.500000
0.000000,0.500000,0.071429,0.11251484,0.00021769,0.55273541,0.20356005,0.500000
0.000000,0.500000,0.142857,0.11413677,0.00023150,0.56052704,0.20362402,0.500000
0.000000,0.500000,0.214286,0.11590862,0.00023348,0.56996557,0.20336074,0.500000
0.000000,0.500000,0.285714,0.11252176,0.00022059,0.55285325,0.20352916,0.500000
0.000000,0.500000,0.357143,0.11356390,0.00022169,0.55758111,0.20367243,0.500000
0.000000,0.500000,0.428571,0.11330385,0.00021615,0.55654776,0.20358334,0.500000
0.000000,0.500000,0.500000,0.11373468,0.00022831,0.55809301,0.20379161,0.500000
0.000000,0.500000,0.571429,0.11211435,0.00021285,0.55028239,0.20373966,0.500000
0.000000,0.500000,0.642857,0.11242469,0.00020975,0.55143747,0.20387568,0.500000
0.000000,0.500000,0.714286,0.11102297,0.00020010,0.54460585,0.20385931,0.500000
0.000000,0.500000,0.785714,0.11140722,0.00019760,0.54652665,0.20384591,0.500000
0.000000,0.500000,0.857143,0.11240170,0.00020313,0.55174291,0.20372116,0.500000
0.000000,0.500000,0.928571,0.11372688,0.00020063,0.55884179,0.20350461,0.500000
0.000000,0.500000,1.000000,0.11451123,0.00023697,0.56252088,0.20356796,0.500000
0.000000,0.571429,0.000000,0.11062639,0.00020178,0.54288697,0.20377426,0.500000
0.000000,0.571429,0.071429,0.11383644,0.00022647,0.55875928,0.20373074,0.500000
0.000000,0.571429,0.142857,0.11388493,0.00021825,0.55967854,0.20348275,0.500000
