a13,a14,a23,a24
1.6667381921906048,2.609097646056253,2.811236887971087,1.0285228488909588
0.4207299716474322,1.8913402891116715,2.4091811592533467,0.4978662770052995
0.8804952787254219,0.5289207330614847,0.7404696215991868,0.003458572184513231
1.0161257491046893,2.21336066580562,1.420488291330054,1.8749619138600855
1.1644677042490041,1.5505887857923946,1.6866705720331323,0.7484372679249315
1.9542038598322766,2.042452551606087,0.6177117214628404,1.0872569516214483
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
2.443850667421923,1.7571371832399925,2.657250110554119,1.0313893134006544
0.17804597670540256,2.483369925436422,1.5547453351010951,2.1974920507885884
0.5158488950392917,2.4943880206067504,1.239327709203285,1.3311050934612194
0.8322091675480985,0.8537921378336784,2.4166600353846412,0.44383837184438074
2.4218293081216817,2.4090579770935534,1.011415700005025,1.8718424859702734
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
1.3141494348442242,1.4903166136625656,0.8274961321374829,2.969120513322712
1.9542038598322766,2.042452551606087,0.6177117214628404,1.0872569516214483
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
0.47745138001861925,0.3399646831013777,1.3913587282089113,0.40880958082250685
1.7197145915260492,0.5593707823322469,2.2620418808461036,1.0039830440503366
1.5858819980558323,1.467206972083995,2.2587211277196,1.4986337369081906
1.5099263711370432,2.201503419667219,1.767878549152654,2.7412206104657098
0.4207299716474322,1.8913402891116715,2.4091811592533467,0.4978662770052995
2.6280858923481367,2.3487507590415926,2.0625261752613344,2.2025786969560057
0.6178119895189955,0.28238609752223387,0.6160007866764162,2.1574527248785182
0.8804952787254219,0.5289207330614847,0.7404696215991868,0.003458572184513231
0.15938398497522477,2.0027241659384423,1.550507570460528,1.6505025054426097
1.9766451016184394,2.850252625613246,1.2704796733004065,2.342910272675929
1.6697546894278767,2.948421524021767,0.37298684420062506,1.4876738959715752
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
2.2079725798589362,2.697193059761803,0.9892959003734532,2.7154845311817555
0.38812627169447,1.8864066902190457,1.822562395533208,0.6027268730971348
0.5409567468156116,2.012485443086529,2.46650088119547,1.6983789496569999
0.7322380020510133,1.8328295716571448,1.3345037842824843,2.3674856494189984
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
0.14688243580735658,2.1315773548964474,2.3793833683383565,0.06407038679535347
0.9926748753288896,1.676752404835009,0.7471722840956967,1.9477858591507016
0.13048257725909085,0.37223692058522584,0.2618967540900612,1.5668519641454397
0.6200354356770923,1.82078190611679,0.9782512245226573,1.8877970824798282
1.099566655304845,2.9269557315928587,2.8231025593086505,0.5637665485909991
1.8880014810074308,2.757304152763367,1.6942268575538229,1.1763384005964532
0.4207299716474322,1.8913402891116715,2.4091811592533467,0.4978662770052995
1.0875994317551783,2.665262342019871,0.5089133001430763,2.117804158943858
2.7888958706803457,2.3689566511537548,2.708992645196791,2.502110137878035
2.068710501454386,1.3445458441802063,2.8767989682132002,2.283485845190909
1.6498962814401963,2.45769932393317,1.3379113017267046,0.4106367817294748
0.33064322611421293,0.6783909942631027,1.7026757529748364,0.679829772578761
0.14145782195263415,1.872020666024253,1.157794149316496,0.42313917983042404
1.0875994317551783,2.665262342019871,0.5089133001430763,2.117804158943858
1.2168894338230243,2.3896251691603165,1.7532194045870981,1.5965903938497057
2.5025975830733804,1.737835402732186,0.7400236367259876,2.519479209773278
