tmcmc_dir,mutation,n_particles,dynamic_c,c_scale,dt,n_newton,temp_C,sigma_ref_felix,sigma_paper,sigma_MAP,affine_a,affine_b,rmse_mean,mae_mean,r2_mean,logL_map,nll_map,wrmse_mean,pp_coverage_reps_95,pp_coverage_mean_95,pp_ci_width_mean,n_obs,n_pp_samples,plot_8panel
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,4,4.25,25.0,85.48919677734375,2.4854149451073106,3.9350403803171146,1.0340427672221513,0.8706666666666667,0.2950681655575984,-511.59637129228156,511.59637129228156,10.340427672221512,0.0,0.1,5.595524044110789e-15,10,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,8,10.0,50.0,359.3152160644531,-27.631174665367656,6.943687682403566,0.7404779130281605,0.5811904761904753,0.601196992045987,-200.90233512906363,200.90233512906363,7.404779130281605,0.0,0.125,6.328271240363392e-15,8,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,15,25.0,50.0,1.4955508708953857,4.165113594302189,4.012937878907632,0.13521800283644284,0.09330512944265767,0.9908810640435831,11.107117427521858,-11.107117427521858,1.3521800283644283,0.625,0.75,0.19728849178969243,8,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,20,50.0,70.0,2.5984995365142822,4.2322595203223425,3.9434625340269656,0.1526933977796491,0.10938355882502698,0.9898609482984545,10.231392660474043,-10.231392660474043,1.526933977796491,0.5555555555555556,0.5555555555555556,0.2618749753079412,9,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,25,100.0,70.0,5.171469688415527,4.32340119722989,3.8744643113739285,0.10295909449670212,0.09101868331491536,0.995147538981135,14.083747457303874,-14.083747457303874,1.025084582373737,0.5416666666666666,0.625,0.225323233048632,8,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,35,110.0,110.0,5.830661296844482,4.363912978896089,3.8544292052587945,0.17919255115848318,0.13284122036767462,0.9858462498184176,6.273779161137881,-6.273779161137881,1.791925511584832,0.48148148148148145,0.4444444444444444,0.15998319658962096,9,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,37,115.0,110.0,5.255675792694092,4.465482982726415,3.6580671322424987,0.1565599097750617,0.13395050626648153,0.9904472199222898,9.69331342999745,-9.69331342999745,1.5655990977506171,0.5185185185185185,0.4444444444444444,0.22062153763257294,9,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
data_5species/monospecies/_tmcmc_results,,,False,100.0,0.0001,6,40,40.0,50.0,2.604905366897583,4.002735730595453,3.760876495543402,0.12770621129853146,0.10383993363751713,0.9921743854271128,14.871412727827876,-14.871412727827876,1.2770621129853146,0.3333333333333333,0.4,0.21025252889874596,10,30,data_5species/monospecies/_tmcmc_results/monospecies_8panel_staticc100.png
