model,chain,stage,beta,beta_next,delta_beta,ess,ess_target,accept_rate,logL_min,logL_max,linearization_enabled,rom_error_pre,rom_error_post,delta_theta0
M1,1,1,0.0,0.02,0.02,5.000161257703204,5.0,1.0,-27159.254308317722,-27150.307403364368,0,nan,nan,nan
M1,1,2,0.02,0.07,0.05,5.000000335797783,5.0,0.8,-27158.944719778003,-27147.222373905086,0,0.0,nan,2.321880326091046
