dy_tmcmc_dir,sigma_knots_dir,dynamic_c,c_scale,dt,n_newton,time_to_step,n_obs,k_MAP,k_mean,k_std,k_ci_lo,k_ci_hi,affine_a_map,affine_b_map,rmse_mean,mae_mean,r2_mean,logL_map,nll_map,wrmse_mean,pp_n_samples,pp_coverage_reps_95,pp_coverage_mean_95,pp_ci_width_mean,noise_floor
data_5species/monospecies/_tmcmc_results_dy_k_rw50,,True,10.0,0.0001,6,10.0,24,0.6732691526412964,0.6553351533412933,0.023170221613420052,0.6168927296996116,0.7007683843374253,1.7085013664746056,4.814695332695106,1.2445262393360967,1.0228758306522143,0.05147699285692242,-1803.3526302434,1803.3526302434,12.445262393360967,50,0.0,0.0,0.0009135484695435014,0.1
