Temperature_C,paper_sigma,MAP_sigma,mean_sigma,std_sigma,CI_lo_2.5,CI_hi_97.5,n_stages,time_s
8,10.0,1.0000,1.0358,0.0225,1.0008,1.0664,6,194.5
