day,Enterobacteriaceae,Blautia,Barnesiella,unc_Mollicutes,Lachnospiraceae,Akkermansia,Clostridium_difficile,unc_Lachnospiraceae,Coprobacillus,Enterococcus,Other
0.0,0.000138,0.001166,0.331565,0.001000,0.362055,0.000000,0.000000,0.071479,0.001166,0.000000,0.231430
2.0,0.000132,0.000955,0.243319,0.002866,0.468962,0.000000,0.000000,0.069907,0.001115,0.000000,0.212742
6.0,0.000152,0.001834,0.306133,0.013940,0.366489,0.000000,0.000000,0.066766,0.000734,0.000000,0.243952
13.0,0.000280,0.007282,0.357372,0.004761,0.302480,0.000000,0.000000,0.091164,0.000280,0.000000,0.236380
