a13,a14,a23,a24
2.7361871742366244,2.1425316406930888,0.1678980157935278,0.7431821961398077
1.0744963389206634,0.7771370326054339,2.039231908777731,2.6843283452495372
1.7353005147385583,1.2253566587561604,2.2230880037123484,0.7932155633521607
1.9077152739708352,1.5555713759048793,0.09669265143964892,0.4410506065321622
2.3140378006096984,1.821650795897626,2.6016492836548033,0.19992492305666165
1.6630530829433252,1.5616783947970705,2.2727503703932617,2.0021478453579
0.28066159467908025,1.8023279077403602,2.2497324565276293,2.718210175997135
0.5960513737868768,2.5932193976564974,1.4240816979353608,0.3431929503133546
2.036112642742557,1.92474884226987,1.751060037983272,0.5817456845525002
0.9764727060664844,2.664767621293757,2.798124524354911,2.306801205992375
2.2101275655531887,1.2098394218615751,2.6572277506847786,1.8332480691067345
1.1017922410180792,0.15946466435079704,1.5620457858641814,0.8369406793545886
1.9495408115548654,1.0107310388330246,0.33111313201654424,0.4329873481732747
0.676122415047785,2.716179759560872,1.856751923978836,2.0292596978115367
0.676122415047785,2.716179759560872,1.856751923978836,2.0292596978115367
1.517572471060549,1.2439708913678453,0.9439230982259357,1.7858169337355938
