model,chain,stage,accept_rate
M1,1,0,0.11536
M1,1,1,0.02296
M1,1,2,0.03412
M1,1,3,0.0104
M1,1,4,0.04296
M1,1,5,0.052
M1,1,6,0.0116
M1,1,7,0.11296
M1,1,8,0.01832
M1,1,9,0.09212
M1,1,10,0.02576
M1,1,11,0.07752
M1,1,12,0.03368
M1,1,13,0.06312
M1,1,14,0.0384
M1,1,15,0.05768
M1,1,16,0.04336
M1,1,17,0.05544
M1,1,18,0.04872
M1,1,19,0.05172
M1,1,20,0.05112
M1,1,21,0.05632
M1,1,22,0.0564
M1,1,23,0.05612
