x,y,z,phi_pg,di
0.00000000e+00,5.00000000e-01,1.00000000e+00,4.36676794e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,0.00000000e+00,1.61591242e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,7.14285714e-02,2.74944891e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,1.42857143e-01,2.04034861e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,2.14285714e-01,1.92276432e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,2.85714286e-01,2.22222607e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,3.57142857e-01,2.06528195e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,4.28571429e-01,2.06521008e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,5.00000000e-01,4.24021917e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,5.71428571e-01,2.60225633e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,6.42857143e-01,1.99419167e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,7.14285714e-01,1.81170054e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,7.85714286e-01,1.76697788e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,8.57142857e-01,4.79060467e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,9.28571429e-01,2.11460445e-01,5.33050578e-01
0.00000000e+00,5.71428571e-01,1.00000000e+00,1.59734443e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,0.00000000e+00,1.83995066e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,7.14285714e-02,1.98393404e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,1.42857143e-01,1.80865773e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,2.14285714e-01,2.09618217e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,2.85714286e-01,3.63359436e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,3.57142857e-01,1.75530429e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,4.28571429e-01,1.91554979e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,5.00000000e-01,1.59449835e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,5.71428571e-01,2.11334252e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,6.42857143e-01,1.98218300e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,7.14285714e-01,1.64837552e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,7.85714286e-01,1.85516628e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,8.57142857e-01,1.68755304e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,9.28571429e-01,2.43653306e-01,5.33050578e-01
0.00000000e+00,6.42857143e-01,1.00000000e+00,1.61819150e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,0.00000000e+00,3.06371457e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,7.14285714e-02,4.25527963e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,1.42857143e-01,1.51034591e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,2.14285714e-01,1.59139218e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,2.85714286e-01,2.21283130e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,3.57142857e-01,2.83256021e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,4.28571429e-01,1.69340118e-01,5.33050578e-01
0.00000000e+00,7.14285714e-01,5.00000000e-01,2.11874647e-01,5.33050578e-01
