label,x,y,z,Ux,Uy,Uz,Umag,tooth,region
49443,-35.656891,-63.202206,23.734812,-2.0277155e-06,-2.7500198e-06,1.2073886e-06,3.6238138e-06,T30,APPROX
49444,-42.992622,-69.259079,34.900063,4.6023482e-07,-2.5039833e-07,-1.9531201e-07,5.5916204e-07,T30,APPROX
49445,-35.07777,-61.791615,23.245214,1.7535129e-06,-1.6481456e-05,1.1312652e-05,2.0067119e-05,T30,APPROX
49446,-35.187824,-61.233807,23.143484,-8.2183913e-05,-5.1573061e-05,1.3068675e-05,9.790182e-05,T30,OUTER
49447,-42.202301,-64.329773,23.819815,8.9246118e-05,2.0585201e-05,3.1899639e-05,9.6985602e-05,T30,OUTER
49448,-42.064247,-64.123985,23.339684,8.9566245e-05,1.2138756e-05,3.9848299e-05,9.8779292e-05,T30,OUTER
49449,-41.91534,-64.674042,23.484962,8.3911473e-05,2.9842171e-05,3.0432853e-05,9.4116146e-05,T30,OUTER
49450,-41.701805,-67.358925,28.92569,7.2035538e-05,3.2688884e-05,4.9599985e-05,9.3369376e-05,T30,OUTER
49451,-41.972675,-67.247841,29.191723,7.0207512e-05,3.3513828e-05,5.3930424e-05,9.4661302e-05,T30,OUTER
49452,-41.863117,-66.942314,28.924522,6.940389e-05,3.6104298e-05,4.9119502e-05,9.2375028e-05,T30,OUTER
49453,-43.96117,-63.803596,36.779144,7.0308456e-06,-6.8944587e-06,-7.3622658e-05,7.4278274e-05,T30,OUTER
49454,-47.026089,-63.404533,35.350555,9.3503113e-05,2.1659936e-05,-4.173427e-06,9.6069779e-05,T30,OUTER
49455,-46.971107,-63.548897,34.976624,9.3849907e-05,2.3437933e-05,5.7540037e-06,9.6903304e-05,T30,OUTER
49456,-46.881973,-63.82877,35.301029,9.0290036e-05,2.5972759e-05,-3.9832612e-06,9.403585e-05,T30,OUTER
49457,-35.212395,-61.349487,35.351681,-8.5794571e-05,-3.2964504e-05,-2.3890329e-05,9.4963755e-05,T30,OUTER
49458,-35.602783,-63.429844,27.596567,-3.3834101e-05,-8.0826656e-05,3.692005e-05,9.5083042e-05,T30,OUTER
49459,-36.018757,-63.305618,27.697388,-2.8917964e-05,-7.1316106e-05,4.0341409e-05,8.6888808e-05,T30,OUTER
49460,-35.670891,-63.295841,27.978415,-4.024048e-05,-7.3979172e-05,3.6382324e-05,9.1738147e-05,T30,OUTER
