label,x,y,z,Ux,Uy,Uz,Umag,tooth,region
119,-71.035599,-43.97958,26.629217,2.1158661e-37,8.6573307e-38,-1.3484603e-38,2.2901018e-37,T23,INNER
120,-70.01606,-44.424648,29.530087,6.8119652e-38,1.9008262e-37,-6.8819186e-38,2.133255e-37,T23,INNER
121,-70.372086,-44.189796,29.663267,1.0093311e-37,1.4493501e-37,-5.8649699e-38,1.8610061e-37,T23,INNER
122,-70.371452,-44.336761,29.25412,9.6358148e-38,1.2310779e-37,-3.6722963e-38,1.6058953e-37,T23,INNER
123,-68.497505,-38.000526,27.542595,-6.652966e-38,-1.4130415e-37,3.9011266e-38,1.6098117e-37,T23,INNER
124,-68.879494,-37.902077,27.536861,-2.5017838e-38,-1.5277853e-37,4.1687122e-38,1.6032775e-37,T23,INNER
125,-68.657959,-37.863979,27.898863,-4.4120925e-38,-1.4524631e-37,3.1451015e-38,1.5502359e-37,T23,INNER
126,-70.412361,-42.911716,32.764294,1.1358726e-37,1.5056075e-37,-9.2983143e-38,2.1027713e-37,T23,INNER
127,-70.708252,-42.819195,32.39867,1.7732031e-37,1.553123e-37,-7.468557e-38,2.4726976e-37,T23,INNER
128,-70.345528,-43.162579,32.379463,9.7624159e-38,1.5511206e-37,-6.7571413e-38,1.9533592e-37,T23,INNER
129,-66.587112,-37.173267,35.662384,-1.2388638e-37,-1.865631e-37,-0,2.2395005e-37,T23,INNER
130,-66.43222,-37.288029,36.078018,-1.1640103e-37,-1.4837217e-37,-2.2797351e-38,1.8995584e-37,T23,INNER
131,-70.609894,-45.995136,21.421814,1.5111918e-37,1.8554076e-37,1.6728276e-38,2.3987958e-37,T23,INNER
132,-70.21489,-46.206242,21.570162,5.3220828e-38,2.1375084e-37,1.2355869e-38,2.2062308e-37,T23,INNER
133,-70.564949,-46.067112,21.935175,1.383261e-37,1.7956696e-37,-0,2.2666804e-37,T23,INNER
134,-67.500061,-41.608994,28.271156,-2.4729799e-37,1.9061391e-38,1.8410043e-38,2.4871382e-37,T23,INNER
135,-67.444832,-41.352089,28.71513,-2.0361452e-37,1.6399727e-38,0,2.0427389e-37,T23,INNER
136,-67.50705,-41.807007,28.749788,-1.578652e-37,2.5345496e-38,0,1.5988688e-37,T23,INNER
137,-68.312927,-42.98193,32.996769,-9.8371982e-38,1.8909462e-37,-1.0015996e-37,2.3551187e-37,T23,INNER
138,-68.659546,-43.225544,32.789646,-5.4109145e-38,2.0219748e-37,-9.8229453e-38,2.3121558e-37,T23,INNER
139,-68.269958,-43.141987,32.554272,-9.4057339e-38,1.3811596e-37,-4.5877276e-38,1.7328452e-37,T23,INNER
140,-67.771248,-42.997177,28.057491,-1.6714909e-37,4.1429566e-38,0,1.7220693e-37,T23,INNER
141,-67.857033,-43.319817,28.25366,-1.3433649e-37,4.2024212e-38,-0,1.4075626e-37,T23,INNER
142,-67.862564,-43.3867,27.859507,-1.6084945e-37,4.9208165e-38,0,1.6820817e-37,T23,INNER
143,-70.828156,-45.145866,24.59634,6.4173298e-38,4.5703313e-38,-1.8707064e-38,8.0975053e-38,T23,INNER
144,-70.97496,-44.805031,24.721752,2.9098061e-37,1.3244991e-37,-4.2757896e-38,3.2255377e-37,T23,INNER
145,-70.90387,-45.113735,24.317629,1.4171004e-37,7.6993615e-38,-2.2237962e-38,1.6280135e-37,T23,INNER
146,-67.590927,-41.928104,27.494505,-1.6285346e-37,1.7476859e-38,0,1.6378855e-37,T23,INNER
147,-67.608475,-41.880985,27.074497,-1.5668912e-37,2.0132626e-38,0,1.5797723e-37,T23,INNER
148,-67.57457,-41.553188,27.337456,-1.1802361e-37,0,0,1.1802361e-37,T23,INNER
149,-69.741745,-37.968491,37.817822,5.8372472e-38,-1.0658775e-37,-2.5673676e-37,2.8404587e-37,T23,INNER
150,-70.184029,-37.826984,37.633991,5.0252553e-38,-1.1753419e-37,-1.6994122e-37,2.1264906e-37,T23,INNER
151,-70.138771,-38.176613,37.800522,2.644906e-38,-1.9364153e-38,-1.1523207e-37,1.1980381e-37,T23,INNER
152,-68.362244,-44.820709,25.317287,-1.8707926e-37,1.5451289e-37,-0,2.4263735e-37,T23,INNER
153,-68.15255,-44.48772,25.007414,-2.1182093e-37,1.0398718e-37,-0,2.3596914e-37,T23,INNER
154,-68.118576,-44.416931,25.501162,-1.7833937e-37,7.8603169e-38,-0,1.9489327e-37,T23,INNER
155,-66.894165,-37.952068,32.602608,-1.4175201e-37,-4.8991726e-38,5.6464077e-38,1.6025609e-37,T23,INNER
156,-67.062538,-37.590729,32.502602,-1.3628366e-37,-8.4035465e-38,4.9922816e-38,1.677125e-37,T23,INNER
157,-68.285988,-37.955982,37.964275,0,-7.2416173e-38,-2.0416699e-37,2.1662932e-37,T23,INNER
158,-67.838913,-38.03474,37.977627,-1.2690202e-38,-5.8171302e-38,-2.077455e-37,2.1610908e-37,T23,INNER
159,-67.992645,-37.626686,37.790707,-0,-1.2536555e-37,-1.6164056e-37,2.0455853e-37,T23,INNER
160,-70.378563,-44.521626,18.618069,7.5866232e-38,-3.8597945e-38,2.1424235e-37,2.3053258e-37,T23,INNER
161,-69.077332,-45.909737,22.053791,-1.1038965e-37,1.4234687e-37,1.6867128e-38,1.8092265e-37,T23,INNER
162,-69.316284,-46.041809,21.720608,-8.8563134e-38,1.5957902e-37,2.0038434e-38,1.83604e-37,T23,INNER
163,-69.011246,-45.748817,21.670601,-1.1037222e-37,9.4664314e-38,2.3977898e-38,1.473713e-37,T23,INNER
164,-69.094475,-37.798176,27.898125,-1.7348385e-38,-2.0816777e-37,4.989317e-38,2.1476526e-37,T23,INNER
165,-69.558105,-37.820213,27.849855,2.0979663e-38,-2.0573259e-37,4.8190122e-38,2.1234013e-37,T23,INNER
166,-69.357368,-37.721546,28.29295,0,-2.006898e-37,3.6398607e-38,2.0396385e-37,T23,INNER
167,-67.083191,-39.216347,31.637672,-2.0932751e-37,-1.2918226e-38,4.7371478e-38,2.1500917e-37,T23,INNER
168,-67.136894,-39.477837,31.218328,-2.1731884e-37,-0,3.6657144e-38,2.203888e-37,T23,INNER
169,-67.189423,-38.942444,31.185005,-1.9144306e-37,-2.8314732e-38,3.6878543e-38,1.9700812e-37,T23,INNER
170,-66.781357,-38.361591,32.677887,-1.6672521e-37,-3.4733789e-38,6.4802252e-38,1.8221708e-37,T23,INNER
