model,chain,stage,beta,beta_next,delta_beta,ess,ess_target,accept_rate,logL_min,logL_max,linearization_enabled,rom_error_pre,rom_error_post,delta_theta0
M1,1,1,0.0,0.02,0.02,500.1753053852817,500.0,0.5328,-531.9272688319996,19.783831980649076,0,nan,nan,nan
M1,1,2,0.02,0.07,0.05,500.00006370625186,500.0,0.2378,-70.37075859367965,27.064000244411226,0,nan,nan,nan
M1,1,3,0.07,0.12000000000000001,0.05,500.0000080344929,500.0,0.2074,-41.16132698605672,44.715670712100675,0,nan,nan,nan
M1,1,4,0.12000000000000001,0.17,0.05,500.0001652298376,500.0,0.1312,-23.36530387260482,55.80338781389222,0,nan,nan,nan
M1,1,5,0.17,0.22000000000000003,0.05,500.0000938854499,500.0,0.0758,-2.75170928364971,95.15303510371102,0,nan,nan,nan
M1,1,6,0.22000000000000003,0.27,0.05,500.00035813770677,500.0,0.1272,9.477888995727271,124.14885971197285,0,nan,nan,nan
M1,1,7,0.27,0.3038811451196671,0.033881145119667055,500.00023362404033,500.0,0.0586,22.715166878159284,126.25637154854878,0,nan,nan,nan
M1,1,8,0.3038811451196671,0.35388114511966706,0.05,500.0001025028798,500.0,0.0394,29.26575288988564,126.56706816504047,0,nan,nan,nan
M1,1,9,0.35388114511966706,0.40388114511966705,0.05,500.000046141953,500.0,0.0488,63.468398528293754,127.12868095393078,0,nan,nan,nan
M1,1,10,0.40388114511966705,0.45388114511966704,0.05,500.0000070984099,500.0,0.037,87.23870237600427,127.90549387781962,0,nan,nan,nan
M1,1,11,0.45388114511966704,0.5038811451196671,0.05,500.00001005401845,500.0,0.0546,96.80992414602635,127.90549387781962,0,nan,nan,nan
M1,1,12,0.5038811451196671,0.5538811451196671,0.05,500.000003873714,500.0,0.0424,105.99111725932491,127.67634283586304,0,0.0,nan,2.2122313319384226
M1,1,13,0.5538811451196671,0.6038811451196672,0.05,500.000008497966,500.0,0.054,106.03877103790522,127.67634283586304,0,nan,nan,nan
M1,1,14,0.6038811451196672,0.6538811451196672,0.05,580.8458164532349,500.0,0.0502,106.03877103790522,128.078950704297,0,nan,nan,nan
M1,1,15,0.6538811451196672,0.7038811451196673,0.05,666.8673677539316,500.0,0.0456,108.00390138886394,128.078950704297,0,0.0,nan,2.404636974000747
M1,1,16,0.7038811451196673,0.7538811451196673,0.05,757.8612072044549,500.0,0.0656,113.90091876781005,128.078950704297,0,nan,nan,nan
M1,1,17,0.7538811451196673,0.8038811451196674,0.05,834.4222897099733,500.0,0.0568,113.90091876781005,128.078950704297,0,nan,nan,nan
M1,1,18,0.8038811451196674,0.8538811451196674,0.05,904.3155302032794,500.0,0.0618,113.90091876781005,128.1333555227537,0,0.0,nan,2.402280174262678
M1,1,19,0.8538811451196674,0.9038811451196674,0.05,944.2210269515901,500.0,0.071,115.7101298232619,128.1333555227537,0,nan,nan,nan
M1,1,20,0.9038811451196674,0.9538811451196675,0.05,980.16739652588,500.0,0.0776,117.29687827117978,128.1333555227537,0,nan,nan,nan
M1,1,21,0.9538811451196675,0.999999998625551,0.04611885350588353,995.7256106086968,500.0,0.0892,117.11034902737043,128.1333555227537,0,0.0,nan,2.402280174262678
M1,1,22,0.999999998625551,1.0,1.3744489990585862e-09,1000.0000000000002,500.0,0.0798,117.29687827117978,128.1333555227537,0,nan,nan,nan
